Tb,Tc,Tr
0.4889,0.2954,0.2157
0.4889,0.3014,0.2097
0.4889,0.3044,0.2067
0.4889,0.3152,0.1959
0.4889,0.3361,0.175
0.4889,0.3727,0.1384
0.4889,0.4129,0.0982
0.4889,0.4286,0.0825
0.4888,0.1505,0.3607
0.4888,0.1599,0.3513
0.4888,0.2036,0.3076
0.4888,0.2071,0.3041
0.4888,0.209,0.3022
0.4888,0.2313,0.2799
0.4888,0.2371,0.2741
0.4888,0.2418,0.2694
0.4888,0.2433,0.2679
0.4888,0.2518,0.2594
0.4888,0.2546,0.2566
0.4888,0.2584,0.2528
0.4888,0.2684,0.2428
0.4888,0.2715,0.2397
0.4888,0.2722,0.239
0.4888,0.2736,0.2376
0.4888,0.2767,0.2345
0.4888,0.2839,0.2273
0.4888,0.2881,0.2231
0.4888,0.3118,0.1994
0.4888,0.3858,0.1254
0.4887,0.1906,0.3207
0.4887,0.2028,0.3085
0.4887,0.2127,0.2986
0.4887,0.2135,0.2978
0.4887,0.2204,0.2909
0.4887,0.2345,0.2768
0.4887,0.2413,0.27
0.4887,0.2474,0.2639
0.4887,0.2479,0.2634
0.4887,0.2522,0.2591
0.4887,0.2556,0.2557
0.4887,0.2586,0.2527
0.4887,0.2649,0.2464
0.4887,0.2712,0.2401
0.4887,0.2717,0.2396
0.4887,0.2866,0.2247
0.4887,0.3036,0.2077
0.4887,0.3135,0.1978
0.4887,0.3195,0.1918
0.4886,0.0914,0.42
0.4886,0.1263,0.3851
0.4886,0.1341,0.3773
0.4886,0.1881,0.3233
0.4886,0.2206,0.2908
0.4886,0.2232,0.2882
0.4886,0.2379,0.2735
0.4886,0.2412,0.2702
0.4886,0.2482,0.2632
0.4886,0.254,0.2574
0.4886,0.2547,0.2567
0.4886,0.2723,0.2391
0.4886,0.2789,0.2325
0.4886,0.2876,0.2238
0.4886,0.2932,0.2182
0.4886,0.3101,0.2013
0.4886,0.3193,0.1921
0.4886,0.3317,0.1797
0.4886,0.3356,0.1758
0.4886,0.3929,0.1185
0.4886,0.393,0.1184
0.4885,0.2005,0.311
0.4885,0.2087,0.3028
0.4885,0.2175,0.294
0.4885,0.218,0.2935
0.4885,0.2201,0.2914
0.4885,0.2211,0.2904
0.4885,0.2334,0.2781
0.4885,0.2365,0.275
0.4885,0.237,0.2745
0.4885,0.2372,0.2743
0.4885,0.2458,0.2657
0.4885,0.2502,0.2613
0.4885,0.2533,0.2582
0.4885,0.2568,0.2547
0.4885,0.2584,0.2531
0.4885,0.2598,0.2517
0.4885,0.2641,0.2474
0.4885,0.2648,0.2467
0.4885,0.27,0.2415
0.4885,0.2963,0.2152
0.4885,0.3067,0.2048
0.4885,0.3142,0.1973
0.4885,0.3233,0.1882
0.4885,0.3317,0.1798
0.4885,0.3628,0.1487
0.4884,0.1013,0.4103
0.4884,0.147,0.3646
0.4884,0.1887,0.3229
0.4884,0.1953,0.3163
0.4884,0.1976,0.314
0.4884,0.1983,0.3133
0.4884,0.2043,0.3073
0.4884,0.2076,0.304
0.4884,0.2168,0.2948
0.4884,0.2318,0.2798
0.4884,0.2328,0.2788
0.4884,0.2361,0.2755
0.4884,0.2506,0.261
0.4884,0.2517,0.2599
0.4884,0.2581,0.2535
0.4884,0.259,0.2526
0.4884,0.2601,0.2515
0.4884,0.2624,0.2492
0.4884,0.264,0.2476
0.4884,0.2784,0.2332
0.4884,0.3274,0.1842
0.4884,0.3524,0.1592
0.4883,0.2024,0.3093
0.4883,0.2081,0.3036
0.4883,0.2094,0.3023
0.4883,0.2186,0.2931
0.4883,0.221,0.2907
0.4883,0.2274,0.2843
0.4883,0.2348,0.2769
0.4883,0.2365,0.2752
0.4883,0.2376,0.2741
0.4883,0.244,0.2677
0.4883,0.2474,0.2643
0.4883,0.2545,0.2572
0.4883,0.2609,0.2508
0.4883,0.2617,0.25
0.4883,0.2681,0.2436
0.4883,0.2709,0.2408
0.4883,0.2793,0.2324
0.4883,0.2867,0.225
0.4883,0.2912,0.2205
0.4883,0.3041,0.2076
0.4883,0.3221,0.1896
0.4882,0.1315,0.3803
0.4882,0.1677,0.3441
0.4882,0.1759,0.3359
0.4882,0.189,0.3228
0.4882,0.1898,0.322
0.4882,0.2029,0.3089
0.4882,0.2106,0.3012
0.4882,0.2187,0.2931
0.4882,0.2263,0.2855
0.4882,0.2318,0.28
0.4882,0.2359,0.2759
0.4882,0.2452,0.2666
0.4882,0.2524,0.2594
0.4882,0.2529,0.2589
0.4882,0.2556,0.2562
0.4882,0.2585,0.2533
0.4882,0.2622,0.2496
0.4882,0.2658,0.246
0.4882,0.2664,0.2454
0.4882,0.2668,0.245
0.4882,0.2771,0.2347
0.4882,0.2791,0.2327
0.4882,0.2822,0.2296
0.4882,0.2912,0.2206
0.4882,0.2948,0.217
0.4882,0.2981,0.2137
0.4882,0.3019,0.2099
0.4882,0.3021,0.2097
0.4882,0.3071,0.2047
0.4882,0.3077,0.2041
0.4882,0.3088,0.203
0.4882,0.3557,0.1561
0.4882,0.3777,0.1341
0.4882,0.4731,0.0387
0.4881,0.1836,0.3283
0.4881,0.2144,0.2975
0.4881,0.218,0.2939
0.4881,0.2198,0.2921
0.4881,0.2228,0.2891
0.4881,0.2244,0.2875
0.4881,0.234,0.2779
0.4881,0.2378,0.2741
0.4881,0.2445,0.2674
0.4881,0.245,0.2669
0.4881,0.2552,0.2567
0.4881,0.2649,0.247
0.4881,0.2682,0.2437
0.4881,0.2702,0.2417
0.4881,0.2754,0.2365
0.4881,0.2859,0.226
0.4881,0.3042,0.2077
0.4881,0.3298,0.1821
0.4881,0.3428,0.1691
0.4881,0.3895,0.1224
0.488,0.1197,0.3923
0.488,0.1922,0.3198
0.488,0.2161,0.2959
0.488,0.228,0.284
0.488,0.2285,0.2835
0.488,0.2331,0.2789
0.488,0.2343,0.2777
0.488,0.2381,0.2739
0.488,0.2532,0.2588
0.488,0.2676,0.2444
0.488,0.2717,0.2403
0.488,0.287,0.225
0.488,0.2909,0.2211
0.488,0.3465,0.1655
0.488,0.3502,0.1618
0.488,0.3527,0.1593
0.488,0.3921,0.1199
0.4879,0.1026,0.4095
0.4879,0.1544,0.3577
0.4879,0.1842,0.3279
0.4879,0.1906,0.3215
0.4879,0.2141,0.298
0.4879,0.2366,0.2755
0.4879,0.2399,0.2722
0.4879,0.2427,0.2694
0.4879,0.2449,0.2672
0.4879,0.2523,0.2598
0.4879,0.2553,0.2568
0.4879,0.2632,0.2489
0.4879,0.2673,0.2448
0.4879,0.2689,0.2432
0.4879,0.2714,0.2407
0.4879,0.2814,0.2307
0.4879,0.2828,0.2293
0.4879,0.3336,0.1785
0.4879,0.3384,0.1737
0.4879,0.3842,0.1279
0.4879,0.3984,0.1137
0.4878,0.1677,0.3445
0.4878,0.178,0.3342
0.4878,0.1909,0.3213
0.4878,0.2061,0.3061
0.4878,0.207,0.3052
0.4878,0.24,0.2722
0.4878,0.2437,0.2685
0.4878,0.2447,0.2675
0.4878,0.2643,0.2479
0.4878,0.2659,0.2463
0.4878,0.2668,0.2454
0.4878,0.2698,0.2424
0.4878,0.2714,0.2408
0.4878,0.2766,0.2356
0.4878,0.2922,0.22
0.4878,0.3121,0.2001
0.4878,0.3136,0.1986
0.4878,0.3223,0.1899
0.4878,0.3308,0.1814
0.4878,0.3377,0.1745
0.4877,0.1131,0.3992
0.4877,0.1592,0.3531
0.4877,0.1726,0.3397
0.4877,0.2046,0.3077
0.4877,0.2181,0.2942
0.4877,0.2266,0.2857
0.4877,0.2275,0.2848
0.4877,0.2365,0.2758
0.4877,0.2382,0.2741
0.4877,0.2412,0.2711
0.4877,0.2446,0.2677
0.4877,0.2454,0.2669
0.4877,0.2489,0.2634
0.4877,0.2541,0.2582
0.4877,0.26,0.2523
0.4877,0.2609,0.2514
0.4877,0.2636,0.2487
0.4877,0.2649,0.2474
0.4877,0.2733,0.239
0.4877,0.289,0.2233
0.4877,0.3073,0.205
0.4877,0.3639,0.1484
0.4876,0.1487,0.3637
0.4876,0.1688,0.3436
0.4876,0.173,0.3394
0.4876,0.2145,0.2979
0.4876,0.215,0.2974
0.4876,0.2221,0.2903
0.4876,0.2386,0.2738
0.4876,0.2457,0.2667
0.4876,0.2458,0.2666
0.4876,0.2504,0.262
0.4876,0.2521,0.2603
0.4876,0.2534,0.259
0.4876,0.258,0.2544
0.4876,0.2613,0.2511
0.4876,0.2779,0.2345
0.4876,0.2788,0.2336
0.4876,0.2821,0.2303
0.4876,0.2992,0.2132
0.4876,0.2998,0.2126
0.4876,0.3059,0.2065
0.4876,0.3093,0.2031
0.4876,0.3096,0.2028
0.4876,0.3364,0.176
0.4876,0.349,0.1634
0.4876,0.4414,0.071
0.4875,0.0322,0.4803
0.4875,0.1145,0.398
0.4875,0.1681,0.3444
0.4875,0.2,0.3125
0.4875,0.2095,0.303
0.4875,0.2103,0.3022
0.4875,0.2184,0.2941
0.4875,0.2273,0.2852
0.4875,0.2278,0.2847
0.4875,0.2414,0.2711
0.4875,0.2522,0.2603
0.4875,0.2575,0.255
0.4875,0.2575,0.255
0.4875,0.2577,0.2548
0.4875,0.2679,0.2446
0.4875,0.2684,0.2441
0.4875,0.272,0.2405
0.4875,0.2804,0.2321
0.4875,0.2882,0.2243
0.4875,0.3073,0.2052
0.4875,0.3131,0.1994
0.4875,0.3357,0.1768
0.4875,0.3514,0.1611
0.4875,0.3735,0.139
0.4874,0.1441,0.3685
0.4874,0.1731,0.3395
0.4874,0.2039,0.3087
0.4874,0.2122,0.3004
0.4874,0.2155,0.2971
0.4874,0.2177,0.2949
0.4874,0.221,0.2916
0.4874,0.2264,0.2862
0.4874,0.2293,0.2833
0.4874,0.2311,0.2815
0.4874,0.2428,0.2698
0.4874,0.2435,0.2691
0.4874,0.2471,0.2655
0.4874,0.2503,0.2623
0.4874,0.2575,0.2551
0.4874,0.2626,0.25
0.4874,0.2671,0.2455
0.4874,0.2672,0.2454
0.4874,0.2905,0.2221
0.4874,0.3062,0.2064
0.4874,0.3064,0.2062
0.4874,0.315,0.1976
0.4874,0.3356,0.177
0.4874,0.3389,0.1737
0.4874,0.3466,0.166
0.4873,0.1991,0.3136
0.4873,0.2027,0.31
0.4873,0.206,0.3067
0.4873,0.207,0.3057
0.4873,0.2156,0.2971
0.4873,0.2353,0.2774
0.4873,0.2469,0.2658
0.4873,0.2483,0.2644
0.4873,0.2519,0.2608
0.4873,0.2579,0.2548
0.4873,0.2728,0.2399
0.4873,0.2729,0.2398
0.4873,0.2798,0.2329
0.4873,0.2889,0.2238
0.4873,0.2932,0.2195
0.4873,0.2963,0.2164
0.4873,0.3197,0.193
0.4873,0.3549,0.1578
0.4873,0.4122,0.1005
0.4873,0.4613,0.0514
0.4872,0.1384,0.3744
0.4872,0.1661,0.3467
0.4872,0.1845,0.3283
0.4872,0.1972,0.3156
0.4872,0.208,0.3048
0.4872,0.2315,0.2813
0.4872,0.2385,0.2743
0.4872,0.2391,0.2737
0.4872,0.2488,0.264
0.4872,0.2584,0.2544
0.4872,0.2665,0.2463
0.4872,0.2675,0.2453
0.4872,0.2865,0.2263
0.4872,0.2923,0.2205
0.4872,0.2969,0.2159
0.4872,0.3195,0.1933
0.4872,0.3195,0.1933
0.4872,0.3239,0.1889
0.4872,0.3411,0.1717
0.4872,0.3509,0.1619
0.4872,0.3677,0.1451
0.4871,0.1499,0.363
0.4871,0.1709,0.342
0.4871,0.1849,0.328
0.4871,0.1853,0.3276
0.4871,0.1935,0.3194
0.4871,0.2033,0.3096
0.4871,0.2243,0.2886
0.4871,0.2457,0.2672
0.4871,0.2504,0.2625
0.4871,0.251,0.2619
0.4871,0.2522,0.2607
0.4871,0.2573,0.2556
0.4871,0.2654,0.2475
0.4871,0.266,0.2469
0.4871,0.275,0.2379
0.4871,0.2935,0.2194
0.4871,0.2974,0.2155
0.4871,0.3115,0.2014
0.4871,0.3364,0.1765
0.4871,0.3577,0.1552
0.4871,0.3639,0.149
0.4871,0.3915,0.1214
0.487,0.1541,0.3589
0.487,0.1829,0.3301
0.487,0.1884,0.3246
0.487,0.1913,0.3217
0.487,0.2048,0.3082
0.487,0.2162,0.2968
0.487,0.2281,0.2849
0.487,0.2344,0.2786
0.487,0.2394,0.2736
0.487,0.2442,0.2688
0.487,0.2463,0.2667
0.487,0.2468,0.2662
0.487,0.2494,0.2636
0.487,0.2572,0.2558
0.487,0.2577,0.2553
0.487,0.2627,0.2503
0.487,0.2759,0.2371
0.487,0.2844,0.2286
0.487,0.2905,0.2225
0.487,0.293,0.22
0.487,0.2953,0.2177
0.487,0.3274,0.1856
0.487,0.3343,0.1787
0.487,0.3503,0.1627
0.487,0.3591,0.1539
0.4869,0.1702,0.3429
0.4869,0.1991,0.314
0.4869,0.2005,0.3126
0.4869,0.2028,0.3103
0.4869,0.2089,0.3042
0.4869,0.2115,0.3016
0.4869,0.2151,0.298
0.4869,0.2175,0.2956
0.4869,0.2291,0.284
0.4869,0.2573,0.2558
0.4869,0.2618,0.2513
0.4869,0.2666,0.2465
0.4869,0.2686,0.2445
0.4869,0.2697,0.2434
0.4869,0.2713,0.2418
0.4869,0.2751,0.238
0.4869,0.2848,0.2283
0.4869,0.2902,0.2229
0.4869,0.2936,0.2195
0.4869,0.3055,0.2076
0.4869,0.3069,0.2062
0.4869,0.3394,0.1737
0.4869,0.3469,0.1662
0.4869,0.3935,0.1196
0.4868,0.1752,0.338
0.4868,0.2206,0.2926
0.4868,0.237,0.2762
0.4868,0.2575,0.2557
0.4868,0.2738,0.2394
0.4868,0.2779,0.2353
0.4868,0.2786,0.2346
0.4868,0.284,0.2292
0.4868,0.3008,0.2124
0.4868,0.3157,0.1975
0.4868,0.3213,0.1919
0.4868,0.3276,0.1856
0.4868,0.3328,0.1804
0.4868,0.3458,0.1674
0.4868,0.4063,0.1069
0.4867,0.1576,0.3557
0.4867,0.1746,0.3387
0.4867,0.1752,0.3381
0.4867,0.2042,0.3091
0.4867,0.2201,0.2932
0.4867,0.2292,0.2841
0.4867,0.2329,0.2804
0.4867,0.2377,0.2756
0.4867,0.239,0.2743
0.4867,0.2464,0.2669
0.4867,0.2476,0.2657
0.4867,0.2666,0.2467
0.4867,0.2761,0.2372
0.4867,0.2761,0.2372
0.4867,0.2822,0.2311
0.4867,0.2826,0.2307
0.4867,0.2862,0.2271
0.4867,0.2884,0.2249
0.4867,0.2957,0.2176
0.4867,0.3015,0.2118
0.4867,0.3015,0.2118
0.4867,0.3122,0.2011
0.4867,0.3263,0.187
0.4867,0.3451,0.1682
0.4867,0.3796,0.1337
0.4866,0.1814,0.332
0.4866,0.193,0.3204
0.4866,0.2017,0.3117
0.4866,0.2188,0.2946
0.4866,0.2199,0.2935
0.4866,0.2391,0.2743
0.4866,0.2436,0.2698
0.4866,0.2442,0.2692
0.4866,0.2459,0.2675
0.4866,0.2483,0.2651
0.4866,0.2496,0.2638
0.4866,0.2526,0.2608
0.4866,0.2546,0.2588
0.4866,0.258,0.2554
0.4866,0.2594,0.254
0.4866,0.2844,0.229
0.4866,0.2981,0.2153
0.4866,0.3102,0.2032
0.4866,0.3119,0.2015
0.4866,0.3198,0.1936
0.4866,0.3243,0.1891
0.4866,0.328,0.1854
0.4866,0.3284,0.185
0.4866,0.3351,0.1783
0.4865,0.1092,0.4043
0.4865,0.2053,0.3082
0.4865,0.2055,0.308
0.4865,0.2122,0.3013
0.4865,0.2154,0.2981
0.4865,0.2261,0.2874
0.4865,0.2262,0.2873
0.4865,0.2338,0.2797
0.4865,0.2349,0.2786
0.4865,0.2605,0.253
0.4865,0.2607,0.2528
0.4865,0.2696,0.2439
0.4865,0.2715,0.242
0.4865,0.2742,0.2393
0.4865,0.2864,0.2271
0.4865,0.2883,0.2252
0.4865,0.2908,0.2227
0.4865,0.2913,0.2222
0.4865,0.2976,0.2159
0.4865,0.3061,0.2074
0.4865,0.3173,0.1962
0.4864,0.1395,0.3741
0.4864,0.1474,0.3662
0.4864,0.1562,0.3574
0.4864,0.1718,0.3418
0.4864,0.1769,0.3367
0.4864,0.1945,0.3191
0.4864,0.2301,0.2835
0.4864,0.2538,0.2598
0.4864,0.2547,0.2589
0.4864,0.2612,0.2524
0.4864,0.2756,0.238
0.4864,0.2779,0.2357
0.4864,0.2979,0.2157
0.4864,0.3243,0.1893
0.4864,0.389,0.1246
0.4863,0.107,0.4067
0.4863,0.1602,0.3535
0.4863,0.1951,0.3186
0.4863,0.2188,0.2949
0.4863,0.2214,0.2923
0.4863,0.2297,0.284
0.4863,0.2377,0.276
0.4863,0.2423,0.2714
0.4863,0.2443,0.2694
0.4863,0.2443,0.2694
0.4863,0.2448,0.2689
0.4863,0.2599,0.2538
0.4863,0.2644,0.2493
0.4863,0.278,0.2357
0.4863,0.2797,0.234
0.4863,0.283,0.2307
0.4863,0.2944,0.2193
0.4863,0.3055,0.2082
0.4863,0.3099,0.2038
0.4863,0.3113,0.2024
0.4863,0.3284,0.1853
0.4862,0.186,0.3278
0.4862,0.1865,0.3273
0.4862,0.203,0.3108
0.4862,0.2044,0.3094
0.4862,0.2312,0.2826
0.4862,0.2393,0.2745
0.4862,0.2438,0.27
0.4862,0.2439,0.2699
0.4862,0.2495,0.2643
0.4862,0.2527,0.2611
0.4862,0.2656,0.2482
0.4862,0.2708,0.243
0.4862,0.293,0.2208
0.4862,0.3058,0.208
0.4862,0.308,0.2058
0.4862,0.3098,0.204
0.4862,0.318,0.1958
0.4862,0.321,0.1928
0.4862,0.3221,0.1917
0.4862,0.4047,0.1091
0.4861,0.1453,0.3686
0.4861,0.1835,0.3304
0.4861,0.1849,0.329
0.4861,0.188,0.3259
0.4861,0.2005,0.3134
0.4861,0.2079,0.306
0.4861,0.2157,0.2982
0.4861,0.2334,0.2805
0.4861,0.2372,0.2767
0.4861,0.2556,0.2583
0.4861,0.2559,0.258
0.4861,0.2605,0.2534
0.4861,0.2606,0.2533
0.4861,0.2624,0.2515
0.4861,0.2636,0.2503
0.4861,0.2698,0.2441
0.4861,0.2831,0.2308
0.4861,0.2873,0.2266
0.4861,0.2917,0.2222
0.4861,0.3008,0.2131
0.4861,0.3009,0.213
0.4861,0.3095,0.2044
0.4861,0.3237,0.1902
0.4861,0.3374,0.1765
0.4861,0.3568,0.1571
0.4861,0.3612,0.1527
0.4861,0.3769,0.137
0.486,0.1617,0.3523
0.486,0.1721,0.3419
0.486,0.1809,0.3331
0.486,0.2148,0.2992
0.486,0.2411,0.2729
0.486,0.2445,0.2695
0.486,0.2467,0.2673
0.486,0.2564,0.2576
0.486,0.2572,0.2568
0.486,0.2688,0.2452
0.486,0.2711,0.2429
0.486,0.2771,0.2369
0.486,0.2773,0.2367
0.486,0.2834,0.2306
0.486,0.2865,0.2275
0.486,0.2957,0.2183
0.486,0.2975,0.2165
0.486,0.2997,0.2143
0.486,0.3054,0.2086
0.486,0.3201,0.1939
0.486,0.3205,0.1935
0.486,0.3279,0.1861
0.486,0.3279,0.1861
0.486,0.3374,0.1766
0.486,0.3387,0.1753
0.4859,0.1757,0.3384
0.4859,0.2034,0.3107
0.4859,0.2223,0.2918
0.4859,0.2242,0.2899
0.4859,0.2246,0.2895
0.4859,0.232,0.2821
0.4859,0.2344,0.2797
0.4859,0.2353,0.2788
0.4859,0.2483,0.2658
0.4859,0.2554,0.2587
0.4859,0.2578,0.2563
0.4859,0.2598,0.2543
0.4859,0.2637,0.2504
0.4859,0.264,0.2501
0.4859,0.2645,0.2496
0.4859,0.2671,0.247
0.4859,0.2704,0.2437
0.4859,0.2736,0.2405
0.4859,0.277,0.2371
0.4859,0.2792,0.2349
0.4859,0.3102,0.2039
0.4859,0.3216,0.1925
0.4859,0.3216,0.1925
0.4859,0.3485,0.1656
0.4859,0.3833,0.1308
0.4858,0.0742,0.44
0.4858,0.1214,0.3928
0.4858,0.182,0.3322
0.4858,0.2127,0.3015
0.4858,0.2155,0.2987
0.4858,0.2513,0.2629
0.4858,0.2606,0.2536
0.4858,0.2658,0.2484
0.4858,0.2672,0.247
0.4858,0.2678,0.2464
0.4858,0.2698,0.2444
0.4858,0.2736,0.2406
0.4858,0.3181,0.1961
0.4858,0.3201,0.1941
0.4858,0.3886,0.1256
0.4858,0.3987,0.1155
0.4858,0.4339,0.0803
0.4857,0.106,0.4083
0.4857,0.1077,0.4066
0.4857,0.1533,0.361
0.4857,0.2067,0.3076
0.4857,0.2133,0.301
0.4857,0.2383,0.276
0.4857,0.2401,0.2742
0.4857,0.2551,0.2592
0.4857,0.258,0.2563
0.4857,0.2588,0.2555
0.4857,0.2605,0.2538
0.4857,0.2657,0.2486
0.4857,0.2678,0.2465
0.4857,0.2682,0.2461
0.4857,0.2713,0.243
0.4857,0.2742,0.2401
0.4857,0.2857,0.2286
0.4857,0.2885,0.2258
0.4857,0.2891,0.2252
0.4857,0.2963,0.218
0.4857,0.3257,0.1886
0.4857,0.3293,0.185
0.4857,0.3509,0.1634
0.4857,0.3671,0.1472
0.4857,0.3761,0.1382
0.4856,0.2043,0.3101
0.4856,0.2096,0.3048
0.4856,0.2414,0.273
0.4856,0.2424,0.272
0.4856,0.2477,0.2667
0.4856,0.2505,0.2639
0.4856,0.2562,0.2582
0.4856,0.2677,0.2467
0.4856,0.2696,0.2448
0.4856,0.289,0.2254
0.4856,0.2926,0.2218
0.4856,0.318,0.1964
0.4856,0.3702,0.1442
0.4856,0.3976,0.1168
0.4856,0.4556,0.0588
0.4855,0.1428,0.3717
0.4855,0.1893,0.3252
0.4855,0.2236,0.2909
0.4855,0.2402,0.2743
0.4855,0.25,0.2645
0.4855,0.2524,0.2621
0.4855,0.259,0.2555
0.4855,0.2602,0.2543
0.4855,0.2619,0.2526
0.4855,0.2687,0.2458
0.4855,0.2711,0.2434
0.4855,0.2737,0.2408
0.4855,0.2821,0.2324
0.4855,0.2875,0.227
0.4855,0.2936,0.2209
0.4855,0.2948,0.2197
0.4855,0.2998,0.2147
0.4855,0.3025,0.212
0.4855,0.3029,0.2116
0.4855,0.3035,0.211
0.4855,0.3077,0.2068
0.4855,0.3077,0.2068
0.4855,0.3187,0.1958
0.4855,0.3244,0.1901
0.4855,0.3275,0.187
0.4855,0.3576,0.1569
0.4854,0.1417,0.3729
0.4854,0.18,0.3346
0.4854,0.1977,0.3169
0.4854,0.2068,0.3078
0.4854,0.2286,0.286
0.4854,0.2299,0.2847
0.4854,0.2339,0.2807
0.4854,0.2476,0.267
0.4854,0.2523,0.2623
0.4854,0.2528,0.2618
0.4854,0.2628,0.2518
0.4854,0.2653,0.2493
0.4854,0.2667,0.2479
0.4854,0.2667,0.2479
0.4854,0.2781,0.2365
0.4854,0.2824,0.2322
0.4854,0.2938,0.2208
0.4854,0.3191,0.1955
0.4854,0.3241,0.1905
0.4854,0.3242,0.1904
0.4854,0.3543,0.1603
0.4853,0.0865,0.4282
0.4853,0.1428,0.3719
0.4853,0.2135,0.3012
0.4853,0.226,0.2887
0.4853,0.2332,0.2815
0.4853,0.239,0.2757
0.4853,0.2395,0.2752
0.4853,0.2408,0.2739
0.4853,0.2445,0.2702
0.4853,0.2451,0.2696
0.4853,0.2478,0.2669
0.4853,0.2577,0.257
0.4853,0.2613,0.2534
0.4853,0.2722,0.2425
0.4853,0.2746,0.2401
0.4853,0.2769,0.2378
0.4853,0.2891,0.2256
0.4853,0.2912,0.2235
0.4852,0.1763,0.3385
0.4852,0.2094,0.3054
0.4852,0.2221,0.2927
0.4852,0.2308,0.284
0.4852,0.2328,0.282
0.4852,0.246,0.2688
0.4852,0.2477,0.2671
0.4852,0.2572,0.2576
0.4852,0.2646,0.2502
0.4852,0.2667,0.2481
0.4852,0.268,0.2468
0.4852,0.2741,0.2407
0.4852,0.2748,0.24
0.4852,0.2752,0.2396
0.4852,0.2752,0.2396
0.4852,0.2756,0.2392
0.4852,0.2855,0.2293
0.4852,0.2859,0.2289
0.4852,0.2884,0.2264
0.4852,0.2913,0.2235
0.4852,0.2958,0.219
0.4852,0.2962,0.2186
0.4852,0.3056,0.2092
0.4852,0.3726,0.1422
0.4852,0.3895,0.1253
0.4851,0.1418,0.3731
0.4851,0.1794,0.3355
0.4851,0.2135,0.3014
0.4851,0.2148,0.3001
0.4851,0.2211,0.2938
0.4851,0.2322,0.2827
0.4851,0.238,0.2769
0.4851,0.2381,0.2768
0.4851,0.2383,0.2766
0.4851,0.2535,0.2614
0.4851,0.2566,0.2583
0.4851,0.2611,0.2538
0.4851,0.2611,0.2538
0.4851,0.2711,0.2438
0.4851,0.2718,0.2431
0.4851,0.2818,0.2331
0.4851,0.2857,0.2292
0.4851,0.2861,0.2288
0.4851,0.2981,0.2168
0.4851,0.2982,0.2167
0.4851,0.3023,0.2126
0.4851,0.312,0.2029
0.4851,0.3163,0.1986
0.4851,0.3238,0.1911
0.4851,0.367,0.1479
0.485,0.1632,0.3518
0.485,0.1728,0.3422
0.485,0.1828,0.3322
0.485,0.2303,0.2847
0.485,0.2339,0.2811
0.485,0.2388,0.2762
0.485,0.2407,0.2743
0.485,0.243,0.272
0.485,0.2435,0.2715
0.485,0.2456,0.2694
0.485,0.2457,0.2693
0.485,0.2459,0.2691
0.485,0.247,0.268
0.485,0.2506,0.2644
0.485,0.2513,0.2637
0.485,0.2535,0.2615
0.485,0.2662,0.2488
0.485,0.276,0.239
0.485,0.2765,0.2385
0.485,0.3056,0.2094
0.485,0.3107,0.2043
0.485,0.3455,0.1695
0.485,0.3905,0.1245
0.4849,0.1752,0.3399
0.4849,0.2175,0.2976
0.4849,0.2314,0.2837
0.4849,0.2318,0.2833
0.4849,0.2321,0.283
0.4849,0.2382,0.2769
0.4849,0.2394,0.2757
0.4849,0.2536,0.2615
0.4849,0.254,0.2611
0.4849,0.2594,0.2557
0.4849,0.2737,0.2414
0.4849,0.2756,0.2395
0.4849,0.2856,0.2295
0.4849,0.2886,0.2265
0.4849,0.3007,0.2144
0.4849,0.3186,0.1965
0.4849,0.3247,0.1904
0.4849,0.3254,0.1897
0.4849,0.3378,0.1773
0.4848,0.1274,0.3878
0.4848,0.188,0.3272
0.4848,0.2133,0.3019
0.4848,0.2233,0.2919
0.4848,0.2253,0.2899
0.4848,0.2413,0.2739
0.4848,0.2472,0.268
0.4848,0.2557,0.2595
0.4848,0.2597,0.2555
0.4848,0.2625,0.2527
0.4848,0.2686,0.2466
0.4848,0.273,0.2422
0.4848,0.2792,0.236
0.4848,0.2868,0.2284
0.4848,0.2939,0.2213
0.4848,0.2975,0.2177
0.4848,0.299,0.2162
0.4848,0.3075,0.2077
0.4848,0.3085,0.2067
0.4848,0.3112,0.204
0.4848,0.3126,0.2026
0.4848,0.3205,0.1947
0.4848,0.4417,0.0735
0.4847,0.1758,0.3395
0.4847,0.2081,0.3072
0.4847,0.2157,0.2996
0.4847,0.232,0.2833
0.4847,0.2354,0.2799
0.4847,0.238,0.2773
0.4847,0.2434,0.2719
0.4847,0.2461,0.2692
0.4847,0.2637,0.2516
0.4847,0.2645,0.2508
0.4847,0.273,0.2423
0.4847,0.278,0.2373
0.4847,0.2801,0.2352
0.4847,0.2828,0.2325
0.4847,0.3091,0.2062
0.4847,0.3143,0.201
0.4847,0.3201,0.1952
0.4847,0.3282,0.1871
0.4847,0.3283,0.187
0.4847,0.3383,0.177
0.4846,0.1735,0.3419
0.4846,0.1798,0.3356
0.4846,0.2003,0.3151
0.4846,0.2275,0.2879
0.4846,0.2354,0.28
0.4846,0.2428,0.2726
0.4846,0.2557,0.2597
0.4846,0.2623,0.2531
0.4846,0.2649,0.2505
0.4846,0.2651,0.2503
0.4846,0.2711,0.2443
0.4846,0.2789,0.2365
0.4846,0.2877,0.2277
0.4846,0.3204,0.195
0.4846,0.3305,0.1849
0.4845,0.1575,0.358
0.4845,0.1715,0.344
0.4845,0.1857,0.3298
0.4845,0.1898,0.3257
